SKU;Display name;Class;Status;Brend;Project;Actually;Added;Dropped;Volume;Alcohol (procents)
#3480;SKU #3480;#6;#4;#35;#1;#1;31.08.2018;01.01.1900;0;0
#3481;SKU #3481;#6;#1;#35;#1;#1;21.08.2019;01.01.1900;0;0
#3482;SKU #3482;#2;#4;#38;#1;#1;31.08.2021;01.01.1900;0;0
#3483;SKU #3483;#10;#3;#38;#1;#1;01.09.2022;01.01.1900;0;0
#3484;SKU #3484;#10;#1;#38;#1;#1;06.09.2022;01.01.1900;0;0
#3485;SKU #3485;#2;#3;#38;#1;#1;11.10.2022;01.01.1900;0;0
#3486;SKU #3486;#1;#1;#39;#1;#1;24.06.2021;01.01.1900;0;0
#3487;SKU #3487;#1;#1;#39;#1;#1;24.06.2021;01.01.1900;0;0
#3488;SKU #3488;#1;#3;#39;#1;#1;08.09.2022;01.01.1900;0;0
#3489;SKU #3489;#5;#3;#43;#1;#1;01.09.2021;01.01.1900;0;0
#3490;SKU #3490;#5;#3;#43;#1;#1;29.12.2022;01.01.1900;0;0
#3491;SKU #3491;#5;#3;#43;#1;#1;01.09.2021;01.01.1900;0;0
#3492;SKU #3492;#5;#3;#43;#1;#1;29.12.2022;01.01.1900;0;0
#3493;SKU #3493;#5;#3;#43;#1;#1;28.07.2021;01.01.1900;0;0
#3494;SKU #3494;#5;#3;#43;#1;#1;29.12.2022;01.01.1900;0;0
#3495;SKU #3495;#5;#3;#43;#1;#1;29.11.2021;01.01.1900;0;0
#3496;SKU #3496;#5;#4;#43;#1;#1;27.01.2022;01.01.1900;0;0
#3497;SKU #3497;#5;#4;#43;#1;#1;28.01.2022;01.01.1900;0;0
#3498;SKU #3498;#5;#4;#43;#1;#1;08.02.2022;01.01.1900;0;0
#3499;SKU #3499;#5;#1;#43;#1;#1;02.03.2020;01.01.1900;0;0
#3500;SKU #3500;#5;#3;#43;#1;#1;14.01.2021;01.01.1900;0;0
#3501;SKU #3501;#1;#3;#43;#1;#1;29.03.2022;01.01.1900;0;0
#3502;SKU #3502;#9;;#43;#1;#1;29.03.2022;01.01.1900;0;0
#3503;SKU #3503;#5;;#43;#1;#1;16.03.2022;01.01.1900;0;0
#3504;SKU #3504;#10;#4;#44;#1;#1;07.02.2022;01.01.1900;0;0
#3505;SKU #3505;#10;#2;#44;#1;#1;30.08.2019;01.01.1900;0;0
#3506;SKU #3506;#10;#3;#44;#1;#1;07.02.2022;01.01.1900;0;0
#3507;SKU #3507;#10;#4;#44;#1;#1;07.02.2022;01.01.1900;0;0
#3508;SKU #3508;#10;#4;#44;#1;#1;07.02.2022;01.01.1900;0;0
#3509;SKU #3509;#10;#4;#44;#1;#1;07.02.2022;01.01.1900;0;0
#3510;SKU #3510;#10;#4;#44;#1;#1;07.02.2022;01.01.1900;0;0
#3511;SKU #3511;#10;#4;#45;#1;#1;07.02.2022;01.01.1900;0;0
#3512;SKU #3512;#10;#4;#45;#1;#1;07.02.2022;01.01.1900;0;0
#3513;SKU #3513;#1;#3;#47;#1;#1;14.09.2022;01.01.1900;0;0
#3514;SKU #3514;#1;#3;#47;#1;#1;14.09.2022;01.01.1900;0;0
#3515;SKU #3515;#1;#3;#48;#1;#1;30.12.2022;01.01.1900;0;0
#3516;SKU #3516;#1;#3;#48;#1;#1;30.12.2022;01.01.1900;0;0
#3517;SKU #3517;#1;#3;#48;#1;#1;13.10.2022;01.01.1900;0;0
#3518;SKU #3518;#1;#3;#49;#1;#1;16.03.2022;01.01.1900;0;0
#3519;SKU #3519;#1;#3;#49;#1;#1;16.03.2022;01.01.1900;0;0
#3520;SKU #3520;#1;#3;#50;#1;#1;16.03.2022;01.01.1900;0;0
#3521;SKU #3521;#1;#1;#50;#1;#1;02.09.2022;01.01.1900;0;0
#3522;SKU #3522;#2;#1;#51;#1;#1;15.09.2022;01.01.1900;0;0
#3523;SKU #3523;#2;#3;#51;#1;#1;15.09.2022;01.01.1900;0;0
#3524;SKU #3524;#2;#1;#51;#1;#1;15.09.2022;01.01.1900;0;0
#3525;SKU #3525;#2;#3;#51;#1;#1;15.09.2022;01.01.1900;0;0
#3526;SKU #3526;#2;#1;#51;#1;#1;15.09.2022;01.01.1900;0;0
#3527;SKU #3527;#2;#3;#51;#1;#1;15.09.2022;01.01.1900;0;0
#3528;SKU #3528;#10;#3;#52;#2;#1;13.07.2022;01.01.1900;0;0
#3529;SKU #3529;#10;#1;#52;#2;#1;26.05.2020;01.01.1900;0;0
#3530;SKU #3530;#12;#1;#53;#3;#1;22.09.2021;01.01.1900;0;0
#3531;SKU #3531;#12;#4;#53;#3;#1;11.01.2021;01.01.1900;0;0
#3532;SKU #3532;#12;#1;#53;#3;#1;18.07.2022;01.01.1900;0;0
#3533;SKU #3533;#12;#1;#53;#3;#1;06.10.2022;01.01.1900;0;0
#3534;SKU #3534;#12;#3;#53;#3;#1;22.12.2022;01.01.1900;0;0
#3535;SKU #3535;#13;#1;#54;#3;#1;23.08.2021;01.01.1900;0;0
#3536;SKU #3536;#13;#1;#54;#3;#1;08.10.2021;01.01.1900;0;0
#3537;SKU #3537;#13;#1;#54;#3;#1;08.10.2021;01.01.1900;0;0
#3538;SKU #3538;#10;#1;#55;#4;#1;18.08.2022;01.01.1900;0;0
#3539;SKU #3539;#10;#1;#55;#4;#1;28.10.2022;01.01.1900;0;0
#3540;SKU #3540;#4;#1;#61;#5;#1;17.10.2022;01.01.1900;0;0
#3541;SKU #3541;#7;#1;#62;#6;#1;02.09.2022;01.01.1900;0;0
#3542;SKU #3542;#7;#3;#63;#6;#1;14.03.2022;01.01.1900;0;0
#3543;SKU #3543;#1;#1;#64;#6;#1;31.10.2022;01.01.1900;0;0
#3544;SKU #3544;#9;#3;#65;#6;#1;31.10.2022;01.01.1900;0;0
#3545;SKU #3545;#6;#2;#66;#7;#1;10.03.2022;01.01.1900;0;0
#3546;SKU #3546;#10;#3;#74;#8;#1;11.02.2022;01.01.1900;0;0
#3547;SKU #3547;#10;#1;#75;#8;#1;16.07.2021;01.01.1900;0;0
#3548;SKU #3548;#5;#3;#77;#8;#1;18.03.2022;01.01.1900;0;0
#3549;SKU #3549;#15;#1;#82;#9;#1;07.10.2022;01.01.1900;0;0
#3550;SKU #3550;#15;#1;#82;#9;#1;07.10.2022;01.01.1900;0;0
#3551;SKU #3551;#11;#3;#83;#10;#1;14.06.2022;01.01.1900;0;0
#3552;SKU #3552;#11;#2;#83;#10;#1;06.09.2021;01.01.1900;0;0
#3553;SKU #3553;#11;#3;#83;#10;#1;13.09.2022;01.01.1900;0;0
#3554;SKU #3554;#11;#1;#83;#10;#1;01.09.2022;01.01.1900;0;0
#3555;SKU #3555;#11;#1;#85;#11;#1;10.10.2022;01.01.1900;0;0
#3556;SKU #3556;#10;#2;#88;#12;#1;06.12.2021;01.01.1900;0;0
#3557;SKU #3557;#10;#2;#88;#12;#1;06.12.2021;01.01.1900;0;0
#3558;SKU #3558;#7;#3;#92;#15;#1;25.08.2021;01.01.1900;0;0
#3559;SKU #3559;#7;#3;#92;#15;#1;25.08.2021;01.01.1900;0;0
#3560;SKU #3560;#9;#3;#93;#15;#1;25.08.2021;01.01.1900;0;0
#3561;SKU #3561;#6;#3;#97;#17;#1;07.06.2022;01.01.1900;0;0
#3562;SKU #3562;#6;#1;#99;#17;#1;31.01.2020;21.03.2022;0;0
#3563;SKU #3563;#6;#1;#99;#17;#1;31.01.2020;21.03.2022;0;0
#3564;SKU #3564;#6;#3;#105;#17;#1;21.11.2022;01.01.1900;0;0
#3565;SKU #3565;#6;#3;#105;#17;#1;21.11.2022;01.01.1900;0;0
#3566;SKU #3566;#6;#3;#105;#17;#1;21.11.2022;01.01.1900;0;0
#3567;SKU #3567;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3568;SKU #3568;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3569;SKU #3569;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3570;SKU #3570;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3571;SKU #3571;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3572;SKU #3572;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3573;SKU #3573;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3574;SKU #3574;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3575;SKU #3575;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3576;SKU #3576;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3577;SKU #3577;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3578;SKU #3578;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3579;SKU #3579;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3580;SKU #3580;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3581;SKU #3581;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3582;SKU #3582;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3583;SKU #3583;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3584;SKU #3584;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3585;SKU #3585;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3586;SKU #3586;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3587;SKU #3587;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3588;SKU #3588;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3589;SKU #3589;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3590;SKU #3590;#9;#4;#106;#18;#1;28.03.2022;01.01.1900;0;0
#3591;SKU #3591;#9;#4;#106;#18;#1;13.10.2022;01.01.1900;0;0
#3592;SKU #3592;#7;#4;#107;#19;#1;22.03.2022;01.01.1900;0;0
#3593;SKU #3593;#6;#4;#108;#19;#1;22.03.2022;01.01.1900;0;0
#3594;SKU #3594;#6;#4;#108;#19;#1;22.03.2022;01.01.1900;0;0
#3595;SKU #3595;#6;#4;#108;#19;#1;22.03.2022;01.01.1900;0;0
#3596;SKU #3596;#6;#4;#108;#19;#1;22.03.2022;01.01.1900;0;0
#3597;SKU #3597;#6;#4;#108;#19;#1;22.03.2022;01.01.1900;0;0
#3598;SKU #3598;#6;#4;#108;#19;#1;19.09.2022;01.01.1900;0;0
#3599;SKU #3599;#9;#4;#109;#19;#1;22.03.2022;01.01.1900;0;0
#3600;SKU #3600;#11;#4;#110;#19;#1;22.03.2022;01.01.1900;0;0
#3601;SKU #3601;#11;#4;#110;#19;#1;22.03.2022;01.01.1900;0;0
#3602;SKU #3602;#11;#4;#110;#19;#1;22.03.2022;01.01.1900;0;0
#3603;SKU #3603;#10;#4;#111;#19;#1;22.03.2022;01.01.1900;0;0
#3604;SKU #3604;#10;#4;#111;#19;#1;22.03.2022;01.01.1900;0;0
#3605;SKU #3605;#13;#4;#113;#19;#1;22.03.2022;01.01.1900;0;0
#3606;SKU #3606;#13;#4;#113;#19;#1;22.03.2022;01.01.1900;0;0
#3607;SKU #3607;#13;#4;#113;#19;#1;22.03.2022;01.01.1900;0;0
#3608;SKU #3608;#13;#4;#113;#19;#1;22.03.2022;01.01.1900;0;0
#3609;SKU #3609;#7;#4;#114;#19;#1;22.03.2022;01.01.1900;0;0
#3610;SKU #3610;#7;#4;#114;#19;#1;22.03.2022;01.01.1900;0;0
#3611;SKU #3611;#7;#4;#114;#19;#1;22.03.2022;01.01.1900;0;0
#3612;SKU #3612;#7;#4;#114;#19;#1;22.03.2022;01.01.1900;0;0
#3613;SKU #3613;#10;#4;#115;#19;#1;22.03.2022;01.01.1900;0;0
#3614;SKU #3614;#10;#4;#115;#19;#1;22.03.2022;01.01.1900;0;0
#3615;SKU #3615;#10;#4;#115;#19;#1;22.03.2022;01.01.1900;0;0
#3616;SKU #3616;#10;#1;#116;#20;#1;09.09.2022;01.01.1900;0;0
#3617;SKU #3617;#10;#3;#121;#21;#1;10.01.2023;01.01.1900;0;0
#3618;SKU #3618;#14;#3;#124;#22;#1;10.01.2023;01.01.1900;0;0
#3619;SKU #3619;#10;#3;#132;#24;#1;21.09.2022;01.01.1900;0;0
#3620;SKU #3620;#10;#3;#132;#24;#1;21.09.2022;01.01.1900;0;0
#3621;SKU #3621;#10;#3;#132;#24;#1;21.09.2022;01.01.1900;0;0
#3622;SKU #3622;#10;#3;#132;#24;#1;21.09.2022;01.01.1900;0;0
#3623;SKU #3623;#10;#3;#132;#24;#1;21.09.2022;01.01.1900;0;0
#3624;SKU #3624;#10;#3;#132;#24;#1;21.09.2022;01.01.1900;0;0
#3625;SKU #3625;#10;#3;#132;#24;#1;21.09.2022;01.01.1900;0;0
#3626;SKU #3626;#10;#3;#132;#24;#1;26.10.2022;01.01.1900;0;0
#3627;SKU #3627;#10;#3;#132;#24;#1;01.11.2022;01.01.1900;0;0
#3628;SKU #3628;#10;#3;#132;#24;#1;01.11.2022;01.01.1900;0;0
#3629;SKU #3629;#10;#3;#132;#24;#1;29.12.2022;01.01.1900;0;0
#3630;SKU #3630;#9;#3;#133;#24;#1;21.09.2022;01.01.1900;0;0
#3631;SKU #3631;#9;#3;#133;#24;#1;21.09.2022;01.01.1900;0;0
#3632;SKU #3632;#9;#3;#133;#24;#1;21.09.2022;01.01.1900;0;0
#3633;SKU #3633;#9;#3;#133;#24;#1;21.09.2022;01.01.1900;0;0
#3634;SKU #3634;#9;#3;#133;#24;#1;21.09.2022;01.01.1900;0;0
#3635;SKU #3635;#9;#3;#133;#24;#1;21.09.2022;01.01.1900;0;0
#3636;SKU #3636;#9;#3;#133;#24;#1;05.10.2022;01.01.1900;0;0
#3637;SKU #3637;#9;#3;#134;#24;#1;21.09.2022;01.01.1900;0;0
#3638;SKU #3638;#9;#3;#134;#24;#1;21.09.2022;01.01.1900;0;0
#3639;SKU #3639;#9;#3;#134;#24;#1;26.10.2022;01.01.1900;0;0
#3640;SKU #3640;#10;#3;#135;#24;#1;21.09.2022;01.01.1900;0;0
#3641;SKU #3641;#10;#3;#135;#24;#1;09.11.2022;01.01.1900;0;0
#3642;SKU #3642;#10;#3;#135;#24;#1;21.09.2022;01.01.1900;0;0
#3643;SKU #3643;#10;#3;#135;#24;#1;29.12.2022;01.01.1900;0;0
#3644;SKU #3644;#10;#3;#136;#24;#1;21.09.2022;01.01.1900;0;0
#3645;SKU #3645;#10;#3;#136;#24;#1;21.09.2022;01.01.1900;0;0
#3646;SKU #3646;#10;#3;#136;#24;#1;21.09.2022;01.01.1900;0;0
#3647;SKU #3647;#10;#3;#136;#24;#1;26.10.2022;01.01.1900;0;0
#3648;SKU #3648;#10;#3;#136;#24;#1;02.11.2022;01.01.1900;0;0
#3649;SKU #3649;#10;#3;#137;#24;#1;21.09.2022;01.01.1900;0;0
#3650;SKU #3650;#10;#3;#137;#24;#1;21.09.2022;01.01.1900;0;0
#3651;SKU #3651;#10;#1;#137;#24;#1;18.10.2022;01.01.1900;0;0
#3652;SKU #3652;#10;#3;#137;#24;#1;21.09.2022;01.01.1900;0;0
#3653;SKU #3653;#10;#1;#137;#24;#1;18.10.2022;01.01.1900;0;0
#3654;SKU #3654;#10;#3;#137;#24;#1;05.10.2022;01.01.1900;0;0
#3655;SKU #3655;#10;#3;#137;#24;#1;07.10.2022;01.01.1900;0;0
#3656;SKU #3656;#10;#3;#137;#24;#1;05.10.2022;01.01.1900;0;0
#3657;SKU #3657;#10;#3;#137;#24;#1;07.10.2022;01.01.1900;0;0
#3658;SKU #3658;#10;#3;#137;#24;#1;05.10.2022;01.01.1900;0;0
#3659;SKU #3659;#10;#3;#137;#24;#1;05.10.2022;01.01.1900;0;0
#3660;SKU #3660;#10;#3;#137;#24;#1;01.11.2022;01.01.1900;0;0
#3661;SKU #3661;#10;#3;#137;#24;#1;14.12.2022;01.01.1900;0;0
#3662;SKU #3662;#10;#3;#137;#24;#1;29.12.2022;01.01.1900;0;0
#3663;SKU #3663;#9;#3;#138;#24;#1;21.09.2022;01.01.1900;0;0
#3664;SKU #3664;#9;#1;#138;#24;#1;18.10.2022;01.01.1900;0;0
#3665;SKU #3665;#9;#3;#138;#24;#1;21.09.2022;01.01.1900;0;0
#3666;SKU #3666;#9;#1;#138;#24;#1;18.10.2022;01.01.1900;0;0
#3667;SKU #3667;#9;#3;#138;#24;#1;21.09.2022;01.01.1900;0;0
#3668;SKU #3668;#5;#3;#139;#24;#1;21.09.2022;01.01.1900;0;0
#3669;SKU #3669;#5;#3;#139;#24;#1;21.09.2022;01.01.1900;0;0
#3670;SKU #3670;#5;#3;#139;#24;#1;21.09.2022;01.01.1900;0;0
#3671;SKU #3671;#5;#3;#139;#24;#1;13.10.2022;01.01.1900;0;0
#3672;SKU #3672;#10;#3;#140;#24;#1;21.09.2022;01.01.1900;0;0
#3673;SKU #3673;#10;#3;#140;#24;#1;21.09.2022;01.01.1900;0;0
#3674;SKU #3674;#10;#3;#140;#24;#1;21.09.2022;01.01.1900;0;0
#3675;SKU #3675;#10;#3;#140;#24;#1;21.09.2022;01.01.1900;0;0
#3676;SKU #3676;#10;#3;#140;#24;#1;21.09.2022;01.01.1900;0;0
#3677;SKU #3677;#10;#3;#140;#24;#1;21.09.2022;01.01.1900;0;0
#3678;SKU #3678;#10;#3;#140;#24;#1;01.11.2022;01.01.1900;0;0
#3679;SKU #3679;#10;#3;#140;#24;#1;01.11.2022;01.01.1900;0;0
#3680;SKU #3680;#10;#3;#140;#24;#1;18.11.2022;01.01.1900;0;0
#3681;SKU #3681;#5;#3;#141;#24;#1;21.09.2022;01.01.1900;0;0
#3682;SKU #3682;#5;#3;#141;#24;#1;23.11.2022;01.01.1900;0;0
#3683;SKU #3683;#7;#3;#142;#24;#1;21.09.2022;01.01.1900;0;0
#3684;SKU #3684;#7;#3;#142;#24;#1;21.09.2022;01.01.1900;0;0
#3685;SKU #3685;#7;#1;#142;#24;#1;18.11.2022;01.01.1900;0;0
#3686;SKU #3686;#7;#3;#142;#24;#1;14.12.2022;01.01.1900;0;0
#3687;SKU #3687;#10;#3;#143;#24;#1;21.09.2022;01.01.1900;0;0
#3688;SKU #3688;#10;#3;#143;#24;#1;21.09.2022;01.01.1900;0;0
#3689;SKU #3689;#6;#3;#144;#24;#1;21.09.2022;01.01.1900;0;0
#3690;SKU #3690;#6;#3;#144;#24;#1;21.09.2022;01.01.1900;0;0
#3691;SKU #3691;#6;#3;#144;#24;#1;21.09.2022;01.01.1900;0;0
#3692;SKU #3692;#6;#3;#144;#24;#1;21.09.2022;01.01.1900;0;0
#3693;SKU #3693;#6;#1;#144;#24;#1;18.10.2022;01.01.1900;0;0
#3694;SKU #3694;#6;#1;#144;#24;#1;18.11.2022;01.01.1900;0;0
#3695;SKU #3695;#6;#3;#144;#24;#1;29.12.2022;01.01.1900;0;0
#3696;SKU #3696;#10;#3;#145;#24;#1;23.11.2022;01.01.1900;0;0
#3697;SKU #3697;#10;#3;#145;#24;#1;23.11.2022;01.01.1900;0;0
#3698;SKU #3698;#10;#3;#145;#24;#1;23.11.2022;01.01.1900;0;0
#3699;SKU #3699;#10;#3;#145;#24;#1;23.11.2022;01.01.1900;0;0
#3700;SKU #3700;#10;#3;#145;#24;#1;24.11.2022;01.01.1900;0;0
#3701;SKU #3701;#10;#3;#145;#24;#1;24.11.2022;01.01.1900;0;0
#3702;SKU #3702;#10;#3;#145;#24;#1;28.11.2022;01.01.1900;0;0
#3703;SKU #3703;#10;#3;#145;#24;#1;07.12.2022;01.01.1900;0;0
#3704;SKU #3704;#10;#3;#145;#24;#1;29.12.2022;01.01.1900;0;0
#3705;SKU #3705;#10;#3;#146;#24;#1;24.11.2022;01.01.1900;0;0
#3706;SKU #3706;#10;#3;#147;#24;#1;24.11.2022;01.01.1900;0;0
#3707;SKU #3707;#10;#3;#147;#24;#1;24.11.2022;01.01.1900;0;0
#3708;SKU #3708;#10;#3;#147;#24;#1;24.11.2022;01.01.1900;0;0
#3709;SKU #3709;#9;#3;#148;#24;#1;24.11.2022;01.01.1900;0;0
#3710;SKU #3710;#9;#3;#148;#24;#1;24.11.2022;01.01.1900;0;0
#3711;SKU #3711;#9;#3;#148;#24;#1;14.12.2022;01.01.1900;0;0
#3712;SKU #3712;#10;#3;#149;#24;#1;24.11.2022;01.01.1900;0;0
#3713;SKU #3713;#10;#1;#149;#24;#1;29.12.2022;01.01.1900;0;0
#3714;SKU #3714;#10;#3;#149;#24;#1;29.12.2022;01.01.1900;0;0
#3715;SKU #3715;#10;#3;#150;#24;#1;23.11.2022;01.01.1900;0;0
#3716;SKU #3716;#10;#3;#150;#24;#1;23.11.2022;01.01.1900;0;0
#3717;SKU #3717;#10;#3;#150;#24;#1;23.11.2022;01.01.1900;0;0
#3718;SKU #3718;#10;#3;#150;#24;#1;14.12.2022;01.01.1900;0;0
#3719;SKU #3719;#9;#3;#151;#24;#1;24.11.2022;01.01.1900;0;0
#3720;SKU #3720;#10;#3;#152;#24;#1;24.11.2022;01.01.1900;0;0
#3721;SKU #3721;#10;#3;#152;#24;#1;24.11.2022;01.01.1900;0;0
#3722;SKU #3722;#10;#3;#153;#24;#1;24.11.2022;01.01.1900;0;0
#3723;SKU #3723;#10;#3;#153;#24;#1;29.12.2022;01.01.1900;0;0
#3724;SKU #3724;#10;#3;#154;#24;#1;24.11.2022;01.01.1900;0;0
#3725;SKU #3725;#7;#3;#155;#24;#1;14.12.2022;01.01.1900;0;0
#3726;SKU #3726;#7;#3;#155;#24;#1;14.12.2022;01.01.1900;0;0
#3727;SKU #3727;#7;#3;#155;#24;#1;14.12.2022;01.01.1900;0;0
#3728;SKU #3728;#7;#3;#155;#24;#1;14.12.2022;01.01.1900;0;0
#3729;SKU #3729;#10;#3;#156;#24;#1;29.12.2022;01.01.1900;0;0
#3730;SKU #3730;#10;#3;#156;#24;#1;29.12.2022;01.01.1900;0;0
#3731;SKU #3731;#10;#3;#157;#24;#1;29.12.2022;01.01.1900;0;0
#3732;SKU #3732;#10;#3;#157;#24;#1;29.12.2022;01.01.1900;0;0
#3733;SKU #3733;#9;#3;#158;#24;#1;29.12.2022;01.01.1900;0;0
#3734;SKU #3734;#10;#1;#159;#25;#1;30.11.2022;01.01.1900;0;0
#3735;SKU #3735;#10;#1;#159;#25;#1;30.11.2022;01.01.1900;0;0
#3736;SKU #3736;#10;#1;#160;#25;#1;30.11.2022;01.01.1900;0;0
#3737;SKU #3737;#10;#3;#160;#25;#1;29.11.2022;01.01.1900;0;0
#3738;SKU #3738;#9;#3;#161;#26;#1;07.12.2022;01.01.1900;0;0
#3739;SKU #3739;#9;#3;#161;#26;#1;07.12.2022;01.01.1900;0;0
#3740;SKU #3740;#9;#3;#161;#26;#1;07.12.2022;01.01.1900;0;0
#3741;SKU #3741;#9;#3;#161;#26;#1;06.12.2022;01.01.1900;0;0
#3742;SKU #3742;#10;#3;#162;#27;#1;27.12.2022;01.01.1900;0;0
#3743;SKU #3743;#10;#3;#162;#27;#1;27.12.2022;01.01.1900;0;0
#3744;SKU #3744;#10;#3;#162;#27;#1;27.12.2022;01.01.1900;0;0
#3745;SKU #3745;#10;#3;#162;#27;#1;27.12.2022;01.01.1900;0;0
#3746;SKU #3746;#1;#2;#165;#28;#1;21.01.2019;22.07.2022;0;0
#3747;SKU #3747;#13;#3;#168;#29;#1;14.12.2022;01.01.1900;0;0
#3748;SKU #3748;#13;#3;#168;#29;#1;14.12.2022;01.01.1900;0;0
#3749;SKU #3749;#13;#1;#170;#31;#1;14.11.2014;01.01.1900;0;0
#3750;SKU #3750;#13;#2;#179;#32;#1;04.07.2022;01.01.1900;0;0
#3751;SKU #3751;#12;#1;#187;#32;#1;20.05.2022;01.01.1900;0;0
#3752;SKU #3752;#12;#1;#187;#32;#1;20.05.2022;01.01.1900;0;0
#3753;SKU #3753;#13;#3;#188;#32;#1;20.05.2022;01.01.1900;0;0
#3754;SKU #3754;#13;#3;#188;#32;#1;20.05.2022;01.01.1900;0;0
#3755;SKU #3755;#6;#1;#189;#32;#2;24.04.2018;01.01.1900;0;0
#3756;SKU #3756;#12;#3;#190;#32;#1;10.10.2022;01.01.1900;0;0
#3757;SKU #3757;#12;#3;#190;#32;#1;10.10.2022;01.01.1900;0;0
#3758;SKU #3758;#12;#1;#190;#32;#1;10.10.2022;01.01.1900;0;0
#3759;SKU #3759;#12;#1;#190;#32;#1;10.10.2022;01.01.1900;0;0
#3760;SKU #3760;#12;#1;#193;#33;#1;02.10.2017;22.01.2019;0;0
#3761;SKU #3761;#12;#2;#194;#33;#1;16.07.2021;01.01.1900;0;0
#3762;SKU #3762;#12;#1;#194;#33;#1;04.04.2022;01.01.1900;0;0
#3763;SKU #3763;#12;#1;#194;#33;#1;04.04.2022;01.01.1900;0;0
#3764;SKU #3764;#12;#1;#194;#33;#1;04.04.2022;01.01.1900;0;0
#3765;SKU #3765;#12;#1;#194;#33;#1;04.04.2022;01.01.1900;0;0
#3766;SKU #3766;#12;#3;#206;#33;#1;13.12.2022;01.01.1900;0;0
#3767;SKU #3767;#12;#3;#206;#33;#1;13.12.2022;01.01.1900;0;0
#3768;SKU #3768;#12;#2;#213;#33;#1;12.08.2021;01.01.1900;0;0
#3769;SKU #3769;#12;#3;#213;#33;#1;25.10.2022;01.01.1900;0;0
#3770;SKU #3770;#12;#4;#214;#33;#1;04.04.2022;01.01.1900;0;0
#3771;SKU #3771;#12;#4;#214;#33;#1;04.04.2022;01.01.1900;0;0
#3772;SKU #3772;#12;#4;#214;#33;#1;04.04.2022;01.01.1900;0;0
#3773;SKU #3773;#12;#3;#217;#33;#1;24.10.2022;01.01.1900;0;0
#3774;SKU #3774;#12;#3;#217;#33;#1;24.10.2022;01.01.1900;0;0
#3775;SKU #3775;#12;#3;#217;#33;#1;24.10.2022;01.01.1900;0;0
#3776;SKU #3776;#12;#3;#217;#33;#1;24.10.2022;01.01.1900;0;0
#3777;SKU #3777;#12;#3;#217;#33;#1;24.10.2022;01.01.1900;0;0
#3778;SKU #3778;#12;#1;#218;#33;#1;14.02.2022;01.01.1900;0;0
#3779;SKU #3779;#16;#2;#222;#33;#1;04.04.2022;01.01.1900;0;0
#3780;SKU #3780;#16;#1;#222;#33;#1;04.04.2022;01.01.1900;0;0
#3781;SKU #3781;#12;#2;#233;#33;#1;16.07.2021;01.01.1900;0;0
#3782;SKU #3782;#12;#2;#234;#33;#1;16.07.2021;01.01.1900;0;0
#3783;SKU #3783;#12;#2;#234;#33;#1;16.07.2021;01.01.1900;0;0
#3784;SKU #3784;#12;#2;#234;#33;#1;16.07.2021;01.01.1900;0;0
#3785;SKU #3785;#12;#2;#237;#33;#1;18.02.2021;01.01.1900;0;0
#3786;SKU #3786;#12;#1;#239;#33;#1;11.05.2022;01.01.1900;0;0
#3787;SKU #3787;#12;#1;#239;#33;#1;11.05.2022;01.01.1900;0;0
#3788;SKU #3788;#12;#1;#239;#33;#1;11.05.2022;01.01.1900;0;0
#3789;SKU #3789;#12;#1;#239;#33;#1;11.05.2022;01.01.1900;0;0
#3790;SKU #3790;#12;#1;#240;#33;#1;11.05.2022;01.01.1900;0;0
#3791;SKU #3791;#12;#1;#240;#33;#1;11.05.2022;01.01.1900;0;0
#3792;SKU #3792;#12;#1;#240;#33;#1;11.05.2022;01.01.1900;0;0
#3793;SKU #3793;#12;#1;#240;#33;#1;11.05.2022;01.01.1900;0;0
#3794;SKU #3794;#12;#3;#240;#33;#1;11.05.2022;01.01.1900;0;0
#3795;SKU #3795;#12;#1;#240;#33;#1;11.05.2022;01.01.1900;0;0
#3796;SKU #3796;#12;#3;#242;#33;#1;08.07.2022;01.01.1900;0;0
